;DOI;PUBYEAR;AUTHOR_CNT;REF_CNT;COUNTRY_CNT;INST_CNT;CIT_CNT;COUNTRYCODE;keyword
0;10.1002/ad.1700;2014;1.0;6.0;1.0;1.0;0.0;GBR;big data
1;10.1002/ad.1700;2014;1.0;6.0;1.0;1.0;0.0;GBR;big data
2;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
3;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
4;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
5;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
6;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
7;10.3305/nh.2014.29.4.7275;2014;4.0;72.0;1.0;2.0;1.0;ESP;big data
8;10.1016/j.amepre.2011.01.006;2011;3.0;63.0;1.0;1.0;4.0;USA;big data
9;10.1016/j.amepre.2011.01.006;2011;3.0;63.0;1.0;1.0;4.0;USA;big data
10;10.1080/03632415.2014.946128;2014;2.0;50.0;1.0;2.0;0.0;USA;big data
11;10.1080/03632415.2014.946128;2014;2.0;50.0;1.0;2.0;0.0;USA;big data
12;10.1080/03632415.2014.946128;2014;2.0;50.0;1.0;2.0;0.0;USA;big data
13;10.1016/j.amepre.2011.01.006;2011;3.0;63.0;1.0;1.0;4.0;USA;big data
14;10.1016/j.amepre.2011.01.006;2011;3.0;63.0;1.0;1.0;4.0;USA;big data
15;10.1186/1471-2105-14-191;2013;2.0;38.0;1.0;2.0;4.0;AUT;big data
16;10.1186/1471-2105-14-191;2013;2.0;38.0;1.0;2.0;4.0;AUT;big data
17;10.1186/1471-2105-14-191;2013;2.0;38.0;1.0;2.0;4.0;AUT;big data
18;10.1186/1471-2105-14-191;2013;2.0;38.0;1.0;2.0;4.0;AUT;big data
19;10.1186/1471-2105-14-191;2013;2.0;38.0;1.0;2.0;4.0;AUT;big data
20;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
21;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
22;;2014;10.0;15.0;4.0;10.0;0.0;JPN;big data
23;;2014;10.0;15.0;4.0;10.0;0.0;JPN;big data
24;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
25;;2014;10.0;15.0;4.0;10.0;0.0;JPN;big data
26;;2014;10.0;15.0;4.0;10.0;0.0;JPN;big data
27;;2014;10.0;15.0;4.0;10.0;0.0;JPN;big data
28;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
29;;2014;10.0;15.0;4.0;10.0;0.0;CAN;big data
30;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
31;;2014;10.0;15.0;4.0;10.0;0.0;NLD;big data
32;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
33;;2014;10.0;15.0;4.0;10.0;0.0;CHN;big data
34;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
35;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
36;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
37;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
38;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
39;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
40;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
41;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
42;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
43;10.1016/j.amepre.2010.03.002;2010;8.0;54.0;1.0;7.0;6.0;USA;big data
44;10.1016/j.fss.2014.01.017;2015;3.0;50.0;1.0;1.0;0.0;CHN;big data
45;10.1016/j.fss.2014.01.017;2015;3.0;50.0;1.0;1.0;0.0;CHN;big data
46;10.1016/j.fss.2014.01.017;2015;3.0;50.0;1.0;1.0;0.0;CHN;big data
47;10.1016/j.fss.2014.01.017;2015;3.0;50.0;1.0;1.0;0.0;CHN;big data
48;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
49;10.1057/ejis.2014.17;2014;3.0;68.0;3.0;3.0;0.0;USA;big data
50;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
51;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
52;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
53;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
54;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
55;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
56;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
57;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;USA;big data
58;10.1016/j.drudis.2014.06.018;2014;8.0;83.0;2.0;4.0;0.0;IND;big data
59;10.1057/ejis.2014.17;2014;3.0;68.0;3.0;3.0;0.0;SGP;big data
60;10.1057/ejis.2014.17;2014;3.0;68.0;3.0;3.0;0.0;AUS;big data
61;10.1057/ejis.2014.17;2014;3.0;68.0;3.0;3.0;0.0;AUS;big data
62;10.1016/j.apgeog.2013.09.012;2014;1.0;55.0;1.0;1.0;2.0;NLD;big data
63;10.1016/j.apgeog.2013.09.012;2014;1.0;55.0;1.0;1.0;2.0;NLD;big data
64;10.1007/s11825-013-0373-0;2013;4.0;22.0;1.0;2.0;0.0;DEU;big data
65;10.1007/s11825-013-0373-0;2013;4.0;22.0;1.0;2.0;0.0;DEU;big data
66;10.1007/s11825-013-0373-0;2013;4.0;22.0;1.0;2.0;0.0;DEU;big data
67;10.1007/s11825-013-0373-0;2013;4.0;22.0;1.0;2.0;0.0;DEU;big data
68;10.1007/s11825-013-0373-0;2013;4.0;22.0;1.0;2.0;0.0;DEU;big data
69;10.1016/j.compedu.2014.08.016;2015;3.0;60.0;2.0;3.0;0.0;KOR;big data
70;10.1016/j.compedu.2014.08.016;2015;3.0;60.0;2.0;3.0;0.0;KOR;big data
71;10.1016/j.compedu.2014.08.016;2015;3.0;60.0;2.0;3.0;0.0;USA;big data
72;10.1016/j.compedu.2014.08.016;2015;3.0;60.0;2.0;3.0;0.0;KOR;big data
73;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
74;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
75;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
76;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
77;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
78;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
79;10.1890/140130;2015;6.0;40.0;1.0;3.0;1.0;USA;big data
80;10.1111/bph.12580;2014;1.0;137.0;1.0;1.0;1.0;GBR;big data
81;10.1111/bph.12580;2014;1.0;137.0;1.0;1.0;1.0;GBR;big data
82;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
83;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
84;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
85;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
86;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
87;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
88;10.1016/j.fss.2014.08.014;2015;5.0;58.0;1.0;2.0;0.0;CHN;big data
89;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
90;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
91;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
92;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
93;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
94;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
95;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
96;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
97;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
98;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
99;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
100;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
101;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
102;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;KOR;big data
103;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;KOR;big data
104;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
105;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
106;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
107;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
108;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
109;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
110;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
111;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
112;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
113;10.1007/s11682-013-9248-x;2014;18.0;132.0;2.0;8.0;2.0;USA;big data
114;;2010;1.0;41.0;1.0;1.0;7.0;CAN;big data
115;;2010;1.0;41.0;1.0;1.0;7.0;CAN;big data
116;10.1080/1369118X.2014.889188;2014;2.0;64.0;1.0;2.0;0.0;GBR;big data
117;10.1080/1369118X.2014.889188;2014;2.0;64.0;1.0;2.0;0.0;GBR;big data
118;10.1080/1369118X.2014.889188;2014;2.0;64.0;1.0;2.0;0.0;GBR;big data
119;10.1213/ANE.0000000000000485;2014;2.0;22.0;2.0;1.0;0.0;ISR;big data
120;10.1213/ANE.0000000000000485;2014;2.0;22.0;2.0;1.0;0.0;ISR;big data
121;10.1213/ANE.0000000000000485;2014;2.0;22.0;2.0;1.0;0.0;USA;big data
122;10.1016/j.jhin.2015.01.005;2015;2.0;29.0;1.0;2.0;1.0;GBR;big data
123;10.1016/j.jhin.2015.01.005;2015;2.0;29.0;1.0;2.0;1.0;GBR;big data
124;10.1016/j.jhin.2015.01.005;2015;2.0;29.0;1.0;2.0;1.0;GBR;big data
125;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
126;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
127;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
128;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
129;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
130;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
131;10.1007/s11030-014-9545-3;2014;6.0;50.0;1.0;1.0;0.0;CHN;big data
132;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
133;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
134;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
135;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
136;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
137;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
138;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
139;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
140;10.3141/2410-14;2014;8.0;28.0;1.0;2.0;0.0;USA;big data
141;10.1111/jbl.12057;2014;3.0;45.0;1.0;3.0;0.0;USA;big data
142;10.1016/j.chemolab.2015.01.001;2015;2.0;19.0;1.0;1.0;0.0;JPN;big data
143;10.1016/j.chemolab.2015.01.001;2015;2.0;19.0;1.0;1.0;0.0;JPN;big data
144;10.1016/j.chemolab.2015.01.001;2015;2.0;19.0;1.0;1.0;0.0;JPN;big data
145;10.1155/2014/891725;2014;3.0;54.0;1.0;3.0;0.0;TWN;big data
146;10.1155/2014/891725;2014;3.0;54.0;1.0;3.0;0.0;TWN;big data
147;10.1155/2014/891725;2014;3.0;54.0;1.0;3.0;0.0;TWN;big data
148;10.1155/2014/891725;2014;3.0;54.0;1.0;3.0;0.0;TWN;big data
149;10.1155/2014/891725;2014;3.0;54.0;1.0;3.0;0.0;TWN;big data
150;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
151;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
152;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
153;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
154;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
155;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
156;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
157;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
158;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
159;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
160;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
161;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
162;10.1186/1471-2164-15-265;2014;8.0;48.0;1.0;2.0;0.0;CHN;big data
163;10.1111/jbl.12045;2014;2.0;4.0;1.0;2.0;3.0;USA;big data
164;10.1080/01972243.2014.915276;2014;2.0;54.0;1.0;2.0;0.0;DNK;big data
165;10.1080/01972243.2014.915276;2014;2.0;54.0;1.0;2.0;0.0;DNK;big data
166;10.1080/01972243.2014.915276;2014;2.0;54.0;1.0;2.0;0.0;DNK;big data
167;10.1111/jbl.12057;2014;3.0;45.0;1.0;3.0;0.0;USA;big data
168;10.1111/jbl.12057;2014;3.0;45.0;1.0;3.0;0.0;USA;big data
169;10.1111/jbl.12057;2014;3.0;45.0;1.0;3.0;0.0;USA;big data
170;10.1111/jbl.12045;2014;2.0;4.0;1.0;2.0;3.0;USA;big data
171;10.1111/jbl.12045;2014;2.0;4.0;1.0;2.0;3.0;USA;big data
172;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
173;10.1371/journal.pone.0061567;2014;2.0;47.0;1.0;3.0;0.0;USA;big data
174;10.1371/journal.pone.0061567;2014;2.0;47.0;1.0;3.0;0.0;USA;big data
175;10.1371/journal.pone.0061567;2014;2.0;47.0;1.0;3.0;0.0;USA;big data
176;10.1371/journal.pone.0061567;2014;2.0;47.0;1.0;3.0;0.0;USA;big data
177;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
178;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
179;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
180;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
181;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
182;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;CHN;big data
183;;2014;2.0;6.0;1.0;2.0;0.0;CHN;big data
184;;2014;2.0;6.0;1.0;2.0;0.0;CHN;big data
185;;2014;2.0;6.0;1.0;2.0;0.0;CHN;big data
186;;2014;2.0;6.0;1.0;2.0;0.0;CHN;big data
187;10.1007/s11518-012-5194-1;2012;1.0;40.0;1.0;1.0;2.0;USA;big data
188;10.1007/s11518-012-5194-1;2012;1.0;40.0;1.0;1.0;2.0;USA;big data
189;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;USA;big data
190;10.1093/bioinformatics/btt284;2013;7.0;10.0;2.0;3.0;2.0;USA;big data
191;10.1097/ACI.0000000000000065;2014;1.0;39.0;1.0;2.0;0.0;USA;big data
192;10.1097/ACI.0000000000000065;2014;1.0;39.0;1.0;2.0;0.0;USA;big data
193;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
194;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
195;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
196;10.3145/epi.2015.ene.01;2015;1.0;19.0;1.0;1.0;0.0;ESP;big data
197;10.3145/epi.2015.ene.01;2015;1.0;19.0;1.0;1.0;0.0;ESP;big data
198;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;USA;big data
199;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;USA;big data
200;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;USA;big data
201;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;USA;big data
202;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;PAK;big data
203;10.1016/j.future.2014.08.010;2015;4.0;47.0;2.0;2.0;0.0;USA;big data
204;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
205;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
206;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
207;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
208;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
209;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
210;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
211;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
212;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
213;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
214;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
215;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
216;10.1371/journal.pone.0056961;2013;13.0;40.0;1.0;3.0;1.0;CHN;big data
217;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
218;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
219;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
220;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
221;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
222;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
223;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
224;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
225;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
226;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
227;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
228;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
229;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
230;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
231;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
232;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
233;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
234;10.2217/pme.14.8;2014;2.0;80.0;1.0;4.0;0.0;USA;big data
235;10.2217/pme.14.8;2014;2.0;80.0;1.0;4.0;0.0;USA;big data
236;10.2217/pme.14.8;2014;2.0;80.0;1.0;4.0;0.0;USA;big data
237;10.2217/pme.14.8;2014;2.0;80.0;1.0;4.0;0.0;USA;big data
238;10.2217/pme.14.8;2014;2.0;80.0;1.0;4.0;0.0;USA;big data
239;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
240;10.1093/nar/gkt926;2014;19.0;52.0;1.0;4.0;1.0;CHN;big data
241;10.1155/2013/128030;2013;2.0;54.0;1.0;1.0;0.0;CHN;big data
242;10.1155/2013/128030;2013;2.0;54.0;1.0;1.0;0.0;CHN;big data
243;10.1155/2013/128030;2013;2.0;54.0;1.0;1.0;0.0;CHN;big data
244;10.1155/2013/128030;2013;2.0;54.0;1.0;1.0;0.0;CHN;big data
245;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
246;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
247;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
248;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
249;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
250;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
251;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
252;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
253;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
254;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
255;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
256;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
257;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
258;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
259;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
260;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
261;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
262;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
263;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
264;10.1517/17460441.2014.872623;2014;5.0;77.0;1.0;6.0;1.0;USA;big data
265;10.1145/2602326;2014;1.0;10.0;1.0;1.0;0.0;USA;big data
266;10.1145/2602326;2014;1.0;10.0;1.0;1.0;0.0;USA;big data
267;10.1002/ddr.21211;2014;2.0;65.0;1.0;1.0;2.0;CAN;big data
268;10.1002/ddr.21211;2014;2.0;65.0;1.0;1.0;2.0;CAN;big data
269;10.1002/ddr.21211;2014;2.0;65.0;1.0;1.0;2.0;CAN;big data
270;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
271;10.1007/s11920-014-0494-4;2014;2.0;127.0;1.0;2.0;1.0;USA;big data
272;10.1007/s11920-014-0494-4;2014;2.0;127.0;1.0;2.0;1.0;USA;big data
273;10.1007/s11920-014-0494-4;2014;2.0;127.0;1.0;2.0;1.0;USA;big data
274;;2015;3.0;13.0;1.0;1.0;0.0;USA;big data
275;;2015;3.0;13.0;1.0;1.0;0.0;USA;big data
276;;2015;3.0;13.0;1.0;1.0;0.0;USA;big data
277;;2015;3.0;13.0;1.0;1.0;0.0;USA;big data
278;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
279;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
280;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
281;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;NOR;big data
282;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;NOR;big data
283;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
284;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;SWE;big data
285;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;SWE;big data
286;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CAN;big data
287;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
288;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
289;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;NOR;big data
290;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;NOR;big data
291;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
292;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
293;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CAN;big data
294;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;QAT;big data
295;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;AUS;big data
296;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CAN;big data
297;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;SWE;big data
298;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
299;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CHE;big data
300;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CHE;big data
301;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CHE;big data
302;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CHE;big data
303;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;CHE;big data
304;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;USA;big data
305;10.1007/s40279-013-0104-3;2013;22.0;110.0;10.0;19.0;4.0;ZAF;big data
